0,0,"{'elk': 0.25, 'chicken': 0.0, 'robin': 0.0, 'starling': 0.0, 'fox': 0.25, 'partridge': 0.0, 'hamster': 0.25, 'buffalo': 0.25, 'resurrected_items_p': 0}",[],0
0,1,"{'elk': 0.25, 'chicken': 0.0, 'robin': 0.0, 'starling': 0.0, 'fox': 0.25, 'partridge': 0.0, 'hamster': 0.25, 'buffalo': 0.25, 'resurrected_items_p': 0}",[],0
0,2,"{'elk': 0.3333, 'chicken': 0.0, 'robin': 0.0, 'starling': 0.0, 'fox': 0.3333, 'partridge': 0.0, 'hamster': 0.0, 'buffalo': 0.3333, 'resurrected_items_p': 0}",[],0
0,3,"{'elk': 0.0, 'chicken': 0.0, 'robin': 0.0, 'fox': 0.2, 'partridge': 0.0, 'buffalo': 0.0, 'resurrected_items_p': 0.8}","['starling', 'hamster']",0.8
0,4,"{'robin': 0.0, 'starling': 0.0526, 'fox': 0.2632, 'partridge': 0.0, 'hamster': 0.0, 'resurrected_items_p': 0.6843}","['elk', 'chicken', 'buffalo']",0.6843
0,5,"{'elk': 0.0, 'chicken': 0.0, 'robin': 0.0, 'starling': 0.0, 'fox': 0.7143, 'hamster': 0.0, 'buffalo': 0.0, 'resurrected_items_p': 0.2857}",['partridge'],0.2857
1,0,"{'budgie': 0.125, 'zebra': 0.125, 'deer': 0.125, 'penguin': 0.125, 'pelican': 0.125, 'sheep': 0.125, 'fawn': 0.125, 'ostrich': 0.125, 'resurrected_items_p': 0}",[],0
1,1,"{'budgie': 0.0, 'zebra': 0.1667, 'deer': 0.1667, 'penguin': 0.1667, 'pelican': 0.0, 'sheep': 0.1667, 'fawn': 0.1667, 'ostrich': 0.1667, 'resurrected_items_p': 0}",[],0
1,2,"{'budgie': 0.0, 'zebra': 0.25, 'deer': 0.25, 'penguin': 0.0, 'pelican': 0.0, 'sheep': 0.25, 'fawn': 0.25, 'ostrich': 0.0, 'resurrected_items_p': 0}",[],0
1,3,"{'budgie': 0.0, 'zebra': 0.0, 'deer': 0.5, 'penguin': 0.0, 'pelican': 0.0, 'sheep': 0.0, 'fawn': 0.5, 'ostrich': 0.0, 'resurrected_items_p': 0}",[],0
2,0,"{'pelican': 0.0, 'bear': 0.25, 'zebra': 0.25, 'walrus': 0.25, 'vulture': 0.0, 'chickadee': 0.0, 'finch': 0.0, 'otter': 0.25, 'resurrected_items_p': 0}",[],0
2,1,"{'pelican': 0.0, 'bear': 0.25, 'zebra': 0.25, 'walrus': 0.25, 'vulture': 0.0, 'chickadee': 0.0, 'finch': 0.0, 'otter': 0.25, 'resurrected_items_p': 0}",[],0
2,2,"{'bear': 0.1667, 'zebra': 0.1667, 'walrus': 0.0, 'otter': 0.0, 'resurrected_items_p': 0.6668}","['pelican', 'vulture', 'chickadee', 'finch']",0.6668
2,3,"{'pelican': 0.0, 'bear': 0.25, 'zebra': 0.25, 'vulture': 0.0, 'chickadee': 0.0, 'finch': 0.0, 'resurrected_items_p': 0.5}","['walrus', 'otter']",0.5
2,4,"{'pelican': 0.0, 'bear': 0.25, 'zebra': 0.0, 'walrus': 0.0, 'finch': 0.0, 'otter': 0.25, 'resurrected_items_p': 0.5}","['vulture', 'chickadee']",0.5
